CDOM,Chl,MLD,SSS,SST,Band1,Band2,Band3,Band4,Band1/2,Band1/3,Band1/4,Band2/3,Band2/4,Band3/4,fCO2_SEA
0.095703185,0.808717847,9.762192804,34.3523,9.7918,0.00339342,0.003293158,0.003686989,0.002536299,1.030445547,0.920377049,1.337941662,0.893183586,1.298410834,1.453688641,332.56 
0.08558619,0.757639647,4.223470077,31.9,24.652,0.006538313,0.005372082,0.005248479,0.003504672,1.217091069,1.245753934,1.86559904,1.023550304,1.532834385,1.497566244,333.88 
0.079503059,0.659250081,50.1178785,34.4712,15.6784,0.003391488,0.003407526,0.003490545,0.002186788,0.995293406,0.971621374,1.550899461,0.976216027,1.558233433,1.596197348,320.87 
0.07438612,0.615877509,3.643587431,31.8768,24.364,0.003609684,0.003458978,0.003341593,0.002028809,1.043569562,1.080228419,1.779213619,1.035128331,1.704930542,1.647071663,380.51 
0.107356884,0.939243078,5.132026707,32.85,26.1134,0.004227868,0.003496205,0.003689848,0.002716118,1.209273414,1.145810996,1.556584637,0.947520207,1.287206531,1.358500348,378.79 
0.098756455,0.879884839,1.712150514,34.15565,7.59245,0.005464491,0.004712221,0.004474087,0.00319778,1.159642383,1.221364548,1.708839021,1.053225172,1.473591381,1.399122828,275.90 
0.050851006,0.408001006,18.73420815,34.43565,15.94815,0.002129818,0.002356342,0.00290744,0.001457572,0.903866364,0.732540745,1.461209928,0.81045249,1.616621644,1.994714885,301.00 
0.159793928,1.600343227,4.747133719,31.58,25.1046,0.001728503,0.00193758,0.001104774,0.001028713,0.892093861,1.56457701,1.680257443,1.753825554,1.883498493,1.073937194,340.85 
0.193586826,2.569131613,34.95788532,34.22,16.4865,0.002771238,0.002548583,0.003021162,0.003435563,1.087364144,0.917275422,0.806632858,0.843577036,0.741824036,0.879379125,398.58 
0.23570618,6.05316925,123.1252481,34.2,10.62815,0.000277444,0.000125569,0.001059533,0.00169297,2.209503694,0.261855066,0.163880071,0.11851307,0.074170535,0.625842659,332.38 
0.109903425,0.947218299,38.4462178,34.34,10.8388,0.003374856,0.002958497,0.003428767,0.00253356,1.14073335,0.984276988,1.332060844,0.862845807,1.16772324,1.353339416,316.51 
0.131819829,1.269032598,36.32247298,34.37,11.6018,0.003780587,0.003894157,0.003899562,0.003282054,0.970835877,0.969490207,1.151896812,0.998613905,1.186500044,1.188146929,318.36 
0.23541224,5.760513306,70.38027504,34.41,12.4723,0.000412303,0.000777941,0.001705198,0.002673549,0.529992206,0.241791608,0.154215453,0.45621729,0.290976831,0.637803164,318.44 
0.146566376,1.297122598,10.41147643,34.2751,14.9894,0.001093989,0.001289095,0.002078255,0.001766071,0.848649176,0.526397879,0.619447903,0.620277371,0.729922234,1.176767474,305.35 
0.083217062,0.733532548,3.472425757,31.63,24.7005,0.00633727,0.005320392,0.005366091,0.00353063,1.191128318,1.180984351,1.794940233,0.991483733,1.506924322,1.519867924,335.50 
0.073416524,0.635078847,3.646818859,34.13085,7.31765,0.005210304,0.00488929,0.004747046,0.002923233,1.065656438,1.097588698,1.782377168,1.029964873,1.672562661,1.623902625,312.30 
0.083547078,0.721822023,4.409885292,34.11185,7.00995,0.004816853,0.004539941,0.004604275,0.003007155,1.060994633,1.046169623,1.601797388,0.986027253,1.509712998,1.531106765,314.02 
0.135604814,1.318870187,38.14874543,34.38,11.6501,0.003689747,0.003742378,0.003878574,0.003320094,0.985936446,0.951315398,1.11133792,0.964885111,1.12719022,1.168211849,315.98 
0.15504393,1.461259246,144.4526092,34.19,10.8437,0.002001774,0.001501019,0.002318201,0.002075259,1.333609955,0.86350335,0.964589819,0.647493179,0.723292305,1.11706552,335.44 
0.085122064,0.691240966,3.674850044,31.83855,24.2377,0.002590837,0.00276284,0.002687576,0.001720815,0.937744321,0.96400527,1.505587658,1.028004381,1.605541749,1.561804384,377.37 
0.093845211,0.848361671,5.53748651,32.92,22.21065,0.006082715,0.005690571,0.005039007,0.003542525,1.068911032,1.207125652,1.717056095,1.129304138,1.606360158,1.422433607,372.8150677
0.1803101,2.246867418,26.08229693,32.5276,20.1386,0.004513223,0.00356014,0.003890625,0.004184528,1.267709541,1.160025108,1.078550058,0.91505591,0.850786416,0.929764408,350.0134357
0.036980268,0.321776271,4.910640159,31.545,25.36185,0.00432097,0.003035292,0.004936335,0.002214986,1.423576675,0.875339813,1.950788859,0.614887718,1.370343371,2.228607486,348.28 
0.099355087,0.849638402,5.076006022,33.07,26.2923,0.004187977,0.003404935,0.003757834,0.002643637,1.229972831,1.114465722,1.584172844,0.906089707,1.287973851,1.421463947,387.57 
0.128588736,1.21143806,41.765099,34.36,11.60105,0.003602907,0.003641067,0.003833434,0.003161012,0.989519553,0.939864212,1.139795369,0.949818737,1.151867455,1.21272345,321.51 
0.180764362,2.235535145,21.16160997,34.241,11.8961,0.003751528,0.003292862,0.004324513,0.004641363,1.139291031,0.867502992,0.80828146,0.761441079,0.70946004,0.93173334,291.63 
0.158021748,1.688842535,8.481253233,34.3838,10.3487,0.003232738,0.003347089,0.00418544,0.003988608,0.965835673,0.772377181,0.810492733,0.799698337,0.839162143,1.049348366,309.07 
0.035229392,0.297701269,44.62369578,34.53665556,16.00991111,0.002685935,0.002235329,0.002499212,0.001081522,1.201583661,1.074712745,2.483476893,0.894413581,2.066836437,2.310828548,330.78 
0.170711741,1.962501049,21.21977423,34.2402,11.8921,0.003806701,0.003246115,0.004466137,0.004537572,1.172694563,0.852347566,0.8389291,0.726828274,0.715385852,0.984257049,290.83 
0.025402822,0.237692192,18.73759968,34.42215,16.2272,0.002637741,0.002774182,0.003459937,0.001349079,0.950817791,0.762366846,1.95521579,0.8018012,2.056351709,2.564665292,298.32 
0.136274844,1.343876123,5.996723957,32.94,22.1029,0.003836091,0.004061408,0.003822744,0.003299349,0.944522391,1.003491353,1.162681008,1.062432573,1.230972414,1.158635801,373.0647977
0.070362329,0.566667914,51.55817977,34.4733,15.715,0.002681029,0.00280982,0.0030452,0.001778986,0.954163904,0.880411581,1.507055061,0.922704766,1.579450926,1.711761969,322.35 
0.236344606,4.920763016,103.9707909,34.22,10.6727,0.000313065,0.000127766,0.00116477,0.00171854,2.450292715,0.268778123,0.182168988,0.109692251,0.074345807,0.677767173,330.338342
0.107118234,0.9205634,39.01674995,34.35,11.0416,0.003503465,0.003065003,0.0035494,0.00258919,1.143054357,0.987058267,1.353112355,0.863526971,1.183769037,1.370853576,315.39 
0.066256918,0.551025152,3.437917644,31.856,24.46865,0.003729023,0.003607309,0.003806999,0.002195343,1.033741095,0.979517869,1.698606109,0.947546608,1.643163957,1.734124678,378.90 
0.068867661,0.563792586,145.8016233,34.18,10.7516,0.00401765,0.003197187,0.004056295,0.002364081,1.256620046,0.990472662,1.699455437,0.788203774,1.352401979,1.715802467,336.76 
0.182057306,2.245204926,21.3538477,34.22595,11.72305,0.003719354,0.003009518,0.004359139,0.004686983,1.235863754,0.85323127,0.793549698,0.690392664,0.64210128,0.930052292,296.78 
0.106387056,0.866148651,10.35655089,34.314,9.6081,0.002150756,0.002055005,0.00249305,0.001769223,1.046593878,0.862700675,1.215650384,0.824293638,1.161530188,1.409121865,323.00 
0.12861231,1.224825144,35.19288154,34.37,11.5735,0.003974562,0.003945043,0.003994073,0.003309491,1.007482369,0.995114843,1.200958622,0.987724326,1.192039344,1.206854294,318.16 
0.143386632,1.464039087,35.35122537,34.34,11.4356,0.003766326,0.004151812,0.004337782,0.003886403,0.907152228,0.868260816,0.969103235,0.95712802,1.068291743,1.116143004,324.51 
0.177610815,2.155290842,21.13138457,34.2369,11.8286,0.003924248,0.003397771,0.004535814,0.004794118,1.154947728,0.865169508,0.818554778,0.749098412,0.708737511,0.946120697,297.60 
0.22780776,4.494653225,40.28253859,34.06,15.045,0.001549508,0.001380241,0.002872463,0.004090952,1.122635422,0.539435293,0.378764633,0.480507993,0.337388814,0.702150263,399.42 
0.087841541,0.764146805,19.04903356,34.42255,16.09345,0.004220061,0.004577808,0.005909428,0.00396146,0.921851884,0.714123432,1.065279288,0.774661792,1.15558617,1.491729917,303.32 
0.152368203,1.611495852,35.76654045,34.36,11.64949091,0.003481897,0.003877837,0.003868119,0.003612613,0.897896661,0.900152666,0.963816834,1.002512544,1.073416213,1.070725967,324.50 
0.023784891,0.237562269,4.090159155,31.97,27.4838,0.005486151,0.004043255,0.003885196,0.001514513,1.35686473,1.412065352,3.622385924,1.04068248,2.669673582,2.565310393,369.47 
0.098787658,0.871888697,20.95405027,32.195,23.6025,0.006064324,0.004380663,0.004339135,0.003088541,1.384339374,1.397588188,1.963491791,1.009570495,1.418360141,1.404914415,317.3916224
0.069003291,0.573128343,3.408455464,31.8888,24.4269,0.003721832,0.003581635,0.003691836,0.002168104,1.03914346,1.008124901,1.716629925,0.970149878,1.651966251,1.702794886,375.86 
0.103179388,0.911136448,6.034318202,32.095,20.7816,0.004821207,0.004070629,0.004124596,0.002994841,1.184388709,1.168891974,1.609837247,0.986915837,1.359213605,1.377233553,392.6576925
0.089824125,0.735734403,3.771530448,32.30115,24.30965,0.002585905,0.002804647,0.002768551,0.001824073,0.92200744,0.93402844,1.417654429,1.013037855,1.53757374,1.517785078,386.60 
0.077267379,0.667591155,2.901150298,34.1154,7.2171,0.005260647,0.004760977,0.004717442,0.002972572,1.104951135,1.11514812,1.76972919,1.009228449,1.601635705,1.586990246,313.43 
0.181985438,2.18180275,45.7660088,34.16,15.565,0.002979664,0.002472274,0.00344989,0.003665109,1.205231836,0.863698276,0.812980941,0.71662418,0.674543202,0.941278875,396.40 
0.147812039,1.589796185,58.65701039,34.53825,16.8975,0.004876279,0.005198413,0.005815299,0.005399507,0.938032197,0.838525931,0.903097042,0.893920201,0.962756977,1.077005504,324.58 
0.218691587,3.891111374,5.311367466,32.84,21.9586,0.001637129,0.002371215,0.003372647,0.004537673,0.690417907,0.4854137,0.360786044,0.703072292,0.522561829,0.743254762,390.9913735
0.048094038,0.389906406,18.7287518,34.4347,15.95715,0.00214432,0.002425482,0.002960412,0.001453006,0.884079645,0.724331497,1.475782141,0.819305706,1.669286415,2.037440241,300.50 
0.214786947,2.717069387,30.857217,34.5514,16.8206,0.001024544,0.000345148,0.001456567,0.001695009,2.968419618,0.703396838,0.604447839,0.236960042,0.203626143,0.859326921,328.78 
0.124436781,1.158562779,22.86817349,32.17,22.9577,0.004801885,0.003739978,0.003829947,0.003096392,1.283934179,1.253773292,1.550799976,0.976509008,1.20785006,1.236906214,333.5354029
0.188481733,2.451434851,21.13256552,34.2421,11.8986,0.003561692,0.003036126,0.004138919,0.004616142,1.173104252,0.860536877,0.771573293,0.73355533,0.657719288,0.896618511,291.97 
0.08558619,0.757639647,4.223470077,31.885,24.5915,0.006538313,0.005372082,0.005248479,0.003504672,1.217091069,1.245753934,1.86559904,1.023550304,1.532834385,1.497566244,333.68 
0.105828375,0.920923114,5.022594645,32.995,25.4798,0.00420308,0.003459617,0.003823731,0.002789798,1.214897482,1.099209026,1.506589167,0.90477513,1.24009572,1.370612077,362.50 
0.211983263,3.17660141,15.78754094,33.90865,14.49685,0.000858839,0.001453315,0.002648688,0.003285147,0.590951604,0.324250617,0.261430889,0.548692338,0.442389677,0.806261808,300.41 
0.220549151,4.179387569,5.310270058,32.865,21.9817,0.001972779,0.002920795,0.003424275,0.004739356,0.67542536,0.57611566,0.416254613,0.852967172,0.616285141,0.722519179,391.7427575
0.196750894,2.670701981,36.89992824,34.12,16.205,0.002447297,0.002420934,0.003500478,0.004044778,1.010889578,0.699132172,0.605051016,0.69160093,0.598533242,0.865431516,397.02 
0.114453822,1.031280518,48.57836267,34.26,9.7395,0.003918527,0.003751128,0.00387965,0.00297819,1.044626358,1.010020722,1.315741122,0.966872714,1.259532763,1.302687255,321.67 
0.066073291,0.564430416,1.87798312,34.1208,7.1555,0.005042238,0.004451736,0.004397958,0.002564551,1.132645281,1.146495283,1.96612879,1.012228014,1.735873378,1.714903514,315.75 
0.160817772,1.729241133,8.828394609,34.3863,10.37365,0.002782242,0.003116217,0.003861744,0.003717633,0.892826843,0.720462673,0.748390864,0.806945578,0.838226214,1.038764245,304.55 
0.168038309,1.822247148,21.42025732,34.5564,16.9318,0.00328485,0.002414256,0.003242218,0.003191898,1.360605643,1.013149092,1.02912117,0.744630965,0.756369912,1.015764785,320.91 
0.216134578,3.786751747,5.348742063,32.56,21.82525,0.002031975,0.002811701,0.003691962,0.004913867,0.722685283,0.550378048,0.413518511,0.761573621,0.572197222,0.751335401,381.1066517
0.217803255,3.54176259,16.35792153,33.9303,14.4184,0.000898113,0.001422551,0.002445749,0.003169372,0.63133963,0.367213773,0.283372531,0.581642203,0.448843249,0.77168274,303.58 
0.23570618,6.05316925,120.9715894,34.2,10.6245,0.000277444,0.000125569,0.001059533,0.00169297,2.209503694,0.261855066,0.163880071,0.11851307,0.074170535,0.625842659,331.71 
0.144351944,1.466434479,5.439497219,32.84,21.9744,0.003884709,0.003867803,0.00368715,0.003305823,1.004370914,1.053580315,1.175110903,1.048995248,1.169996948,1.115350094,387.6999631
0.076394103,0.67301923,3.406536608,33.3975,24.2436,0.005848631,0.005567456,0.005181267,0.003277019,1.050503341,1.128803311,1.784741263,1.07453567,1.69893916,1.581091449,407.30 
0.09449777,0.837023914,3.069639649,31.28,24.766,0.005743075,0.00481848,0.004895926,0.003420992,1.19188535,1.17303145,1.678774773,0.984181449,1.408503572,1.431142168,322.78 
0.168381646,1.847226381,21.56209868,34.53015,16.88615,0.003382823,0.002583807,0.003284707,0.003252542,1.309240076,1.029870765,1.040055083,0.786617202,0.794396002,1.009888928,321.21 
0.064009212,0.508143961,18.72056302,34.4396,16.03245,0.002168094,0.002483704,0.002963224,0.001645654,0.872927476,0.731667074,1.317466533,0.838176245,1.509250847,1.800636627,301.59 
0.140371472,1.356924415,28.27773233,32.07,23.1359,0.004446777,0.003067678,0.003674462,0.003184811,1.449558031,1.210184381,1.396245406,0.83486439,0.963221462,1.153746015,333.5069767
0.167950884,1.824944139,21.48432556,34.5433,16.911,0.003331903,0.002459188,0.003254049,0.003205566,1.354879171,1.023925169,1.039411589,0.755731722,0.767161834,1.015124563,321.35 
0.183561027,2.240331411,42.64792536,34.16,15.57,0.002522767,0.002573187,0.00341084,0.003664031,0.980405644,0.739632252,0.688522315,0.754414519,0.7022831,0.930898177,395.73 
0.068365924,0.610242724,3.06058241,31.54,26.9711,0.007921879,0.006299605,0.006047496,0.003656111,1.257519959,1.309943659,2.166749932,1.041688166,1.723034228,1.65407872,360.31 
0.206046596,2.343683481,75.65607644,34.19,10.955,0.000168853,0.00035414,0.001582938,0.001732765,0.476797374,0.106670739,0.097447242,0.223723419,0.20437873,0.913533015,337.70 
0.22135967,16.16335487,3.852980811,32.84,21.69145,0.000636107,0.001659477,0.00137729,0.003148811,0.383317689,0.461853876,0.202014967,1.204885369,0.527017075,0.437400178,284.93 
0.092455447,0.789521694,2.800273009,33.9304,7.4257,0.004679662,0.00374233,0.003455417,0.002351148,1.250467533,1.354297285,1.990373637,1.083032745,1.59170357,1.469672618,278.99 
0.114848457,1.040298343,47.73954264,34.26,9.7321,0.00378629,0.00386822,0.003896682,0.00300293,0.978819755,0.971670375,1.260865355,0.992695918,1.288148658,1.29762663,321.73 
0.133328736,1.292957664,38.39060913,34.37,11.6238,0.004005202,0.003928775,0.003853689,0.003270187,1.01945329,1.039316266,1.224762423,1.019483949,1.201391408,1.178430919,317.63 
0.178632468,2.080888748,32.58269079,34.23,16.555,0.002886676,0.002408099,0.003327304,0.003465207,1.198736597,0.867572116,0.833045857,0.723738741,0.694936534,0.960203586,399.29 
0.173300147,2.019577026,21.24868079,34.2412,11.8848,0.003949705,0.003160222,0.00439212,0.00451681,1.249818685,0.899270834,0.874445657,0.719521035,0.699658013,0.972394105,290.56 
0.112053066,1.031366706,5.967476159,32.93125,22.0935625,0.004806859,0.004654702,0.004076765,0.003129621,1.032688812,1.179086481,1.535923646,1.141763586,1.487305399,1.30263867,371.5741531
0.053682476,0.444272876,5.30563623,32.135,26.07775,0.002924812,0.00314882,0.002671775,0.001393766,0.928859766,1.094707493,2.098496244,1.178549801,2.259217506,1.916947,368.04 
0.16667904,1.515625954,69.73191571,34.22,11.0468,0.000470387,0.000711227,0.002227657,0.002026079,0.661373537,0.21115775,0.23216622,0.319271544,0.351036453,1.099491826,335.72 
0.1081433,0.928655624,40.78083645,34.33,10.8953,0.003277532,0.002984466,0.003462949,0.002536113,1.098197046,0.946456908,1.292344903,0.86182795,1.176787816,1.365455619,317.80 
0.072842196,0.639897466,3.50277075,33.39435,24.4001,0.00580838,0.00552484,0.005352472,0.003307561,1.051320987,1.085177,1.756091603,1.032203308,1.670366734,1.618253614,409.26 
0.063692838,0.546387017,2.505405074,34.1164,7.1494,0.005059682,0.004567274,0.004395414,0.002524737,1.107812221,1.151127562,2.004043284,1.039099895,1.809009908,1.740939362,313.87 
0.07417988,0.637156546,4.09738586,34.1285,7.1986,0.005059402,0.004613951,0.004626948,0.002853571,1.09654419,1.093464003,1.773007069,0.997191006,1.616904349,1.621459018,310.20 
0.069118112,0.559953392,51.45440491,34.4663,15.6611,0.00283324,0.002944967,0.003152787,0.001831688,0.96206193,0.898646382,1.546791539,0.934083715,1.607787908,1.721246054,321.74 
0.101241179,0.911486626,1.849436544,34.01025,7.473,0.005676167,0.004889446,0.004596591,0.003338132,1.160901813,1.234864635,1.700402081,1.063711522,1.464725149,1.376994719,273.01 
0.213631034,3.470190048,36.36393361,34.14,16.23,0.002247066,0.002160285,0.002927475,0.003762682,1.040171246,0.767578308,0.597197987,0.737934557,0.574134297,0.778028745,398.84 
0.16273284,1.662273765,19.81443869,34.2629,15.0049,0.001397056,0.0019778,0.003078916,0.002914202,0.706368656,0.453749372,0.479395756,0.642369063,0.678676428,1.056521035,312.90 
0.107914008,0.942535639,5.291297761,32.435,26.27325,0.00414759,0.003412915,0.003609413,0.002661099,1.215263182,1.149103843,1.558600352,0.945559662,1.282520836,1.356361622,368.77 
0.149211615,1.521728158,25.87389308,32.105,23.1642,0.004497969,0.003344379,0.003668736,0.00334257,1.34493405,1.226027075,1.345661779,0.911588992,1.000541089,1.097579169,332.3032264
0.185857385,2.332046509,45.19907956,34.24,16.031,0.003104107,0.002749056,0.003597195,0.003929514,1.129153653,0.862924241,0.7899468,0.764222157,0.699591945,0.915430072,402.15 
0.13781552,1.32478559,28.8111967,32.065,22.9611,0.00445691,0.003198572,0.003817362,0.003274115,1.393406291,1.167536715,1.361256382,0.837901137,0.976927111,1.165921692,331.1849986
0.072885655,0.545943856,19.31207456,34.2036,14.4954,0.00144572,0.001583257,0.002370701,0.001361224,0.913130454,0.609827959,1.06207336,0.667843194,1.163112408,1.74159506,307.68 
0.080836065,0.695794106,4.505416565,34.1123,7.0923,0.004790826,0.004513216,0.004667633,0.002997636,1.061510575,1.026393141,1.598201658,0.96691749,1.505591838,1.557104773,313.08 
0.136748567,1.350608349,5.967476159,32.94,22.08166667,0.003928685,0.004046415,0.003796756,0.003284096,0.970905023,1.034747651,1.196275811,1.065755791,1.232124443,1.156103916,372.0668655
0.225367054,4.332736015,43.70644545,34.1,15.259,0.001521481,0.001704511,0.003057379,0.004292045,0.892619967,0.497642282,0.354488605,0.55750745,0.39713273,0.712336185,398.61 
0.086655736,0.768943012,18.75166283,34.424,15.947,0.00505632,0.005409569,0.006112687,0.004109435,0.934699192,0.827184507,1.230417439,0.884974026,1.316377985,1.487476408,295.94 
0.201663613,2.869572639,30.31123628,32.4701,20.2873,0.00310143,0.00237381,0.003151819,0.003750798,1.306519838,0.984012879,0.826872178,0.753155712,0.632881457,0.840306256,342.6850739
0.204257265,2.887315512,48.63346017,33.85,16.473,0.003146126,0.001863366,0.003368366,0.004018609,1.688409999,0.934021395,0.782889265,0.553195844,0.463684333,0.838192004,382.24 
0.162083969,1.63901782,34.91785541,33.99575,13.98855,6.72E-05,0.001888971,0.004427572,0.004165386,0.03554918,0.015166639,0.016121286,0.426638239,0.453492493,1.062943853,308.44 
0.09508317,0.756793082,10.3720066,34.2551,9.0936,0.002125656,0.002092981,0.002615767,0.001745787,1.015611473,0.81263183,1.217591552,0.800140459,1.198875342,1.49833111,326.46 
0.11867474,1.051895857,40.77406073,34.34,10.9014,0.003295292,0.002995019,0.003380593,0.002618148,1.100257651,0.97476758,1.258635013,0.885944832,1.143945704,1.291215505,317.42 
0.090806238,0.808152974,4.366641893,31.86333333,24.594,0.006238017,0.005262841,0.005079858,0.003493351,1.185294744,1.22799036,1.78568296,1.036021096,1.506530733,1.454150634,333.00 
0.236079201,4.975919247,112.0509411,34.2,10.6314,0.000531256,0.000188354,0.001187702,0.001759977,2.820519152,0.447297036,0.30185372,0.158586775,0.107020624,0.674839527,330.18 
0.114155188,1.100751758,29.1968211,32.38,17.68,0.007051423,0.00630714,0.00596061,0.004710655,1.118006376,1.183003494,1.496909269,1.058136625,1.338909421,1.265346448,377.8686608
0.103981443,0.866710603,28.57608363,34.5402,16.0948,0.00272955,0.002576881,0.003084256,0.002189422,1.059245896,0.884994693,1.246699233,0.835495041,1.17696867,1.408708145,321.86 
0.141108081,1.212311625,11.40029496,34.1985,14.8036,0.001056339,0.001243637,0.00189347,0.001561834,0.849395367,0.557885326,0.676345319,0.656802883,0.796266786,1.212337531,300.08 
0.097979799,0.837240279,10.3808502,34.359,9.9601,0.003406922,0.003462743,0.003709553,0.002592327,0.983879633,0.918418426,1.314233267,0.933466245,1.335766311,1.430974412,330.41 
0.126510918,1.170397639,35.8920442,34.36,11.4536,0.003313493,0.003368717,0.003228854,0.002622208,0.983606629,1.026213199,1.263626814,1.043316676,1.284687167,1.231349212,319.60 
0.103061467,0.930023491,1.765948005,34.0946,7.3613,0.005473613,0.004814072,0.004479788,0.003282978,1.137002884,1.221846557,1.667271028,1.074620455,1.466373613,1.364550253,271.87 
0.210152969,3.446636438,52.09165086,33.85,16.431,0.003956968,0.003176423,0.00377493,0.004838661,1.245730974,1.0482228,0.817781557,0.841451985,0.656467226,0.780160055,383.35 
0.148947105,1.507390738,27.38608354,32.085,23.46425,0.004763749,0.003191506,0.003604371,0.003270482,1.492633477,1.321659064,1.456589532,0.885454524,0.975852113,1.102091736,335.5921792
0.233586103,5.362794876,77.18758518,34.44,12.80305,0.000626453,0.001049766,0.001690682,0.002578927,0.596755402,0.370533037,0.242912369,0.62091275,0.407055166,0.655575467,320.50 
0.092715092,0.777750254,53.23875451,34.5574,16.50175,0.003315271,0.003249306,0.00393143,0.002656786,1.020301218,0.843273718,1.247850459,0.826494866,1.22302163,1.47976918,331.84 
0.138768867,1.378436804,6.08454537,32.94,22.11515,0.003712281,0.00395596,0.003709425,0.003237302,0.938402015,1.000769715,1.146720462,1.066461602,1.221992754,1.145838492,373.5057409
0.179029748,1.708028793,69.41176935,34.185,10.94655,0.000847407,0.000559702,0.001867003,0.001787847,1.514032504,0.453886221,0.473981746,0.299786312,0.313059161,1.044274366,338.33 
0.067953654,0.548919618,53.11013798,34.45742,15.66914,0.002730739,0.002876644,0.003206097,0.001845546,0.949279613,0.8517332,1.479637293,0.897241643,1.558694902,1.737207489,326.36 
0.118113466,1.155038953,23.11262197,32.36,17.5385,0.007277903,0.006372728,0.006340509,0.005119187,1.142038894,1.147842046,1.421691256,1.005081396,1.244871136,1.238577433,376.6814602
0.114453822,1.031280518,48.57836267,34.26,9.7699,0.003918527,0.003751128,0.00387965,0.00297819,1.044626358,1.010020722,1.315741122,0.966872714,1.259532763,1.302687255,322.00 
0.099355087,0.849638402,5.076006022,33.07,26.1367,0.004187977,0.003404935,0.003757834,0.002643637,1.229972831,1.114465722,1.584172844,0.906089707,1.287973851,1.421463947,384.58 
0.11098627,0.962706983,39.94159602,34.34,10.89045,0.003229846,0.003035733,0.003437608,0.002558691,1.063942947,0.939562052,1.262304367,0.883094394,1.186439902,1.343502926,316.86 
0.226102009,4.485508442,41.41691015,34.1,15.2285,0.001909882,0.001881789,0.003132801,0.004458164,1.014928939,0.609640441,0.428401046,0.60067303,0.422099548,0.702711004,396.14 
0.065508232,0.518262565,152.3416339,34.18,10.8231,0.003261109,0.002430274,0.003139329,0.001759515,1.341868985,1.038791721,1.853413732,0.774137962,1.381218102,1.784201485,335.20 
0.068396956,0.552462637,51.23156102,34.4619,15.64392,0.002781302,0.002876093,0.003223223,0.001860951,0.96704185,0.86289472,1.494559584,0.892303389,1.545496282,1.732030048,321.74 
0.068420313,0.593009055,1.126031324,31.49,26.82615,0.006449099,0.005001925,0.004488481,0.002677886,1.289323341,1.436810998,2.408279698,1.11439152,1.867863259,1.676128385,362.29 
0.123164222,1.081100225,31.41084196,34.4978,16.003,0.002454307,0.002482109,0.002957819,0.00231888,0.988798826,0.829769198,1.058401952,0.839168874,1.070391594,1.27553777,322.54 
0.202722579,22.83916664,47.63831645,33.9,16.699,0.000575962,0.001179024,0.00085939,0.002213184,0.488506916,0.670197931,0.260241199,1.371931304,0.532727768,0.388304987,382.48 
